link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/new-york-fashion-week-how-to_us_5b9d827fe4b03a1dcc88eac1,The Fashion Week DIY Tricks We're Totally Trying At Home (PHOTOS),STYLE & BEAUTY,7. Jeweled sandals at Tibi. Breathe new life into your old clogs and platform sandals by adding various sized crystals and,Dana Oliver,2013-09-13
https://www.huffingtonpost.com/entry/ruffles-crispy-fries_us_5b9d39d3e4b03a1dcc85b8d0,"Ruffles 'Crispy Fries,' A Cross Between Potato Chips And French Fries, Hit Shelves June 23",FOOD & DRINK,"""Chips or fries? The timeless struggle, the eternal choice,"" read bags of Ruffle's new Crispy Fries, which debut nationwide on July 13. The crunchy potato snack is a hybrid between French fries and potato chips in both appearance and taste, and the effect isn't unappealing.",Rachel Tepper,2013-06-05
https://www.huffingtonpost.com/entry/chrissy-teigen-flight-passenger-mishap_us_5a432f50e4b025f99e18a720,Chrissy Teigen Live-Tweets Nightmare Flight After Bizarre Passenger Mishap,ENTERTAINMENT,"""The pleasure I get out of the story is worth more to me than a direct flight to Tokyo,"" she said.",Rebecca Shapiro and Sara Boboltz,2017-12-27
https://www.huffingtonpost.com/entry/trofie-with-arugula-pesto_us_5b9d3a86e4b03a1dcc85be33,Trofie With Arugula Pesto and Flash-Sautéed Cherry Tomatoes With Garlic Scapes,FOOD & DRINK,Have you ever heard of 'sexy pasta?' Listen to the story behind trofie.,"Viviane Bauquet Farre, Contributor
Chef, food and wine writer, photographer",2013-06-07
https://www.huffingtonpost.com/entry/wisdom-of-the-crowd-canceled-jeremy-piven_us_5a1c8341e4b0e2ddcbb20ff4,CBS Cancels Jeremy Piven Show Amid Sexual Assault Allegations,ENTERTAINMENT,"""Wisdom of the Crowd"" will end after just one season.",Ryan Grenoble,2017-11-27
https://www.huffingtonpost.com/entry/joe-biden-supreme-court_us_581f6728e4b0aac624850c3e,Joe Biden: The Senate's 'Outrageous' Dysfunction Is Infecting The Courts,POLITICS,The vice president sounded the alarm as HuffPost shadowed him on the campaign trail for a day.,Jennifer Bendery and Omar Kasrawi,2016-11-07
https://www.huffingtonpost.com/entry/johnb-boyega-visits-sick-fans_us_56e6df19e4b0860f99d9966d,John Boyega Breaks Out His 'Star Wars' Costume To Visit Sick Fans At Children's Hospital,ENTERTAINMENT,"""I hope I played a little part in making you smile young stormtrooper.""",Carly Ledbetter,2016-03-14
https://www.huffingtonpost.com/entry/its-timetochoose-climate_b_8673636.html,It's #TimeToChoose Climate-Friendly Food,GREEN,"If we are serious about changing the climate, we need to get serious about changing agriculture.","Michael Pollan, ContributorAuthor of ""The Omnivore's Dilemma,"" ""In Defense of Food""",2015-11-28
https://www.huffingtonpost.com/entry/wild-yellowstone-celebrates-americas-first-national-park_us_56642930e4b079b2818ef7c8,"Take A Look Inside Yellowstone, One Of America's Wildest Places",SCIENCE,"""Wild Yellowstone"" showcases the breathtaking beauty of America's first national park.",Nick Visser,2015-12-06
https://www.huffingtonpost.com/entry/82nd-fifth-dream-logic-w_us_5bb26834e4b0171db6a02bb1,82nd & Fifth: DREAM LOGIC with Joseph Scheier-Dolberg (VIDEO),CULTURE & ARTS,"Shitao was a monk for some forty years; he then went on to seek fame and fortune as a painter in Beijing. ""This is a guy","The Metropolitan Museum of Art, Contributor
Contributor",2013-11-23
https://www.huffingtonpost.com/entry/samantha-bee-full-frontal-ted-cruz-friends_us_57035da0e4b0daf53af0c003,Samantha Bee Takes Down Ted Cruz's Appalling Friends,COMEDY,"""When Democrats start calling for the execution of gays and Muslims... I will hit them just as hard.""",Lee Moran,2016-04-05
https://www.huffingtonpost.com/entry/adam-schiff-michael-flynn-subpoeans-russia_us_5925a615e4b0650cc020f765,"Top House Intel Dem: Flynn Not Cooperating With Russia Probe, Subpoenas Coming",POLITICS,"Rep. Adam Schiff (D-Calif.) says the committee will use ""whatever compulsory process we need"" to get information from the former national security adviser.",Jessica Schulberg,2017-05-24
https://www.huffingtonpost.com/entry/dress-up-holidays_us_5665e275e4b08e945ff05663,How To Dress Up For The Holidays With Stuff You Already Own,STYLE,🎄💃🎄,Michelle Persad,2015-12-08
https://www.huffingtonpost.com/entry/the-high-school-graduate_us_5b9d3a10e4b03a1dcc85b9f5,The (High School) Graduate,PARENTING,"What do the criers feel that I don't? Maybe a greater awareness of the passage of time. Loss -- of their own time, and of their children's. A premonition about the void that will take place in a few months, when their offspring will leave their original home and make a new one someplace else.","Linda Flanagan, Contributor
Freelance writer and coach",2013-06-07
https://www.huffingtonpost.com/entry/donald-trump-kids-child-care_us_57adfa4fe4b069e7e504ef7d,Donald Trump Has No Idea Whether His Company Provides Child Care,BUSINESS,"It definitely does not, though it does have some perks for the kids of hotel guests.",Ben Walsh,2016-08-12
https://www.huffingtonpost.com/entry/martin-shkreli-will-need-ointment-after-this-sick-burn-from-colbert_us_57c452d5e4b09cd22d9179d6,Martin Shkreli Will Need Ointment After This Sick Burn From Colbert,COMEDY,"Hopefully no one's inflated the price of ointment for you, Martin.",Andy McDonald,2016-08-29
https://www.huffingtonpost.com/entry/millions-of-voices_us_57fa93e7e4b0d786aa52b667,I've Experienced Trump's 'Locker Room',WOMEN,The moment that a woman is put into this type of situation is the moment that our society has failed us.,"Amanda Glassman, ContributorScreenwriter",2016-10-09
https://www.huffingtonpost.com/entry/penis-mural-stockholm_us_5ad10f7ae4b077c89ce888b3,Giant Penis Mural To Be Painted Over After Stiff Resistance From Locals [NSFW],WEIRD NEWS,One could argue the artist got shafted.,Sebastian Murdock,2018-04-14
https://www.huffingtonpost.com/entry/saks-lord-taylor-hit-by-payment-card-data-breach_us_5ac13071e4b055e50ace8f0a,"Saks, Lord & Taylor Hit By Payment Card Data Breach",BUSINESS,Toronto-based Hudson’s Bay did not say when the breach had begun or how many payment card numbers were taken.,"Jim Finkle and David Henry, Reuters",2018-04-01
https://www.huffingtonpost.com/entry/weekend-roundup-72_b_7675024.html,Weekend Roundup: Refugees and the ‘Left Behind' Rock Europe,WORLDPOST,"A flood of desperate refugees from across the Mediterranean and the related surge of indignant fringe parties, including now from iconic, self-satisfied Denmark, are battering the discredited political establishment in Europe.

Writing from London, Mark Leonard argues that the contest in Europe today is not between right and left; it is a revolt of the left behind masses against the ""cosmopolitan"" and ""metrosexual"" elites. Martin Schulz, the president of the European Parliament, says in an interview that what Europe needs is ""pragmatic solutions, not big debates"" when resolving the Greek financial crisis. (continued)","Nathan Gardels, ContributorEditor-in-chief, The WorldPost",2015-06-26
https://www.huffingtonpost.com/entry/on-being-witness-to-extraordinary-history_us_5bafae20e4b0ad76925ff371,On Being Witness to Extraordinary History,QUEER VOICES,We have few occasions in life to be witness to extraordinary history. This is one of those days. Today same-sex couples in Washington are getting married under a law approved by the voters. The voters have told all our families that they are equal under the law.,"Gov. Chris Gregoire, Contributor
Governor of Washington",2012-12-09
https://www.huffingtonpost.com/entry/spring-fashion-neon-pastels_us_5b9b7960e4b03a1dcc77e351,Spring's Brights and Lights: Neon and Pastels in Fashion,STYLE & BEAUTY,"The description ""classic with a twist"" is a fashion cliche, but it's true that the most striking acid brights are those that bring a ""wow factor"" to otherwise classically cut clothes and accessories.","Wendy Brandes, Contributor
Fine jewelry designer and blogger",2012-05-09
https://www.huffingtonpost.com/entry/bobby-rush-crime-bill-apology_us_570e70a3e4b0ffa5937dbec2,Congressman Bobby Rush Feels 'Ashamed' Of Voting For 1994 Crime Bill,POLITICS,"“Crack cocaine and the crime bill were the true worst problems that the black community has suffered through in the last 50 years.""",Amber Ferguson,2016-04-13
https://www.huffingtonpost.com/entry/remembering-george-michaels-last-christmas_us_58607d41e4b0d9a59458b81c,Remembering George Michael's 'Last Christmas',ENTERTAINMENT,The late singer was the writer and voice behind one of modern day's most popular Christmas songs.,Lauren Moraski,2016-12-26
https://www.huffingtonpost.com/entry/health-benefits-flowers_us_5b9cfd16e4b03a1dcc838efe,The Mental Health Benefits Of Flowers (PHOTOS),HOME & LIVING,It's not just because they look pretty.,"Sally Augustin, Contributor
Applied environmental psychologist and principal at Design Wit...",2013-04-01
https://www.huffingtonpost.com/entry/life-lessons_us_5b9dadcfe4b03a1dcc8b5739,20 Ways to Make an Extraordinary Difference in the World,WELLNESS,"This is a list I recommend to my coaching clients who are looking for more ways to help others. Similar to a bucket list or a magic list, you create a list of ideas to help others in need.","Shannon Kaiser, Contributor
Best-Selling Author, International Entrepreneur Coach, Teacher",2013-11-26
https://www.huffingtonpost.com/entry/john-oliver-quotes_n_7121748.html,11 John Oliver Quotes That Make The Truth Easier To Swallow,COMEDY,,Katla McGlynn,2015-04-23
https://www.huffingtonpost.com/entry/jaime-castano-lawyer-woman-wanted-to-be-set-on-fire_n_6541748.html,"Prosecution Can't Prove Woman Didn't Want To Be Set On Fire, Lawyer Says",CRIME,,Hilary Hanson,2015-01-25
https://www.huffingtonpost.com/entry/the-curious-adventures-of_us_5b9d46b4e4b03a1dcc863694,The Curious Adventures of Kirk Lombard: Salmon Fishing,FOOD & DRINK,The Bay Area's ultimate indie fisherman.,"Dark Rye, Contributor
An online magazine from Whole Foods Market",2013-06-27
https://www.huffpost.com/entry/vice-president-kamala-harris-travel-poland-romania-russia-war-ukraine_n_6222acc3e4b042f866edfabf,Kamala Harris To Travel To Poland And Romania Amid Russian Invasion Of Ukraine,POLITICS,The vice president is meeting with NATO allies to coordinate their support for Ukraine in the face of Russia’s “unprovoked and unjustified invasion.”,Sarah Ruiz-Grossman,2022-03-05
https://www.huffingtonpost.com/entry/eat-your-fruits-and-veggi_us_5b9d6906e4b03a1dcc87b0d0,"Eat Your Fruits and Veggies, Protect Your Heart, and Save Billions of Dollars in Health Care Costs",WELLNESS,"Does nine servings a day sound like a heavy lift? Well, consider this: If we ate just one more serving a day -- one banana or a large carrot -- we would save $5 billion annually in health care expenditures and prevent more than 30,000 heart-related deaths.","Elliott Negin, Contributor
Senior Writer, Union of Concerned Scientists",2013-08-07
https://www.huffingtonpost.com/entry/an-open-letter-to-andrew-locker-and-his-racist-snaps_us_59778639e4b0c6616f7ce5a1,An Open Letter To Andrew Locker And His Racist Snaps Of An Innocent Sikh Passenger,RELIGION,"by Tina Lapsia and Fatima Ahmed The following open letter is to Andrew Locker, a student from Charlottesville, Indiana, in","Brown Girl Magazine, ContributorBrown Girl is the premier publication tailored for the young m...",2017-07-25
https://www.huffingtonpost.com/entry/three-little-words-you-sh_us_5b9d41b4e4b03a1dcc85ff42,Three Little Words You Should NEVER Say on a First Date,DIVORCE,"Divorced or not, dating can be a daunting prospect in any circumstance. But there's one thing in particular that screams ""RUN"" that you should probably be aware of.","Debbie Burgin, Contributor
Writer, lifestyle blog, ""She Loves Nice Things""",2013-06-14
https://www.huffingtonpost.com/entry/how-to-live-a-joyful-life_b_6172174.html,How to Live a Joyful Life,HEALTHY LIVING,"Glenn Markman (aka Glenno) graciously and naturally taught those boys how to be men, how not to be afraid of laughter or tears. He exemplified how to life a joyful life. Here are some lessons I gleaned from Glenno...","Sarah Key, ContributorWriter and editor; author of eight cookbooks, numerous poems, ...",2014-11-18
https://www.huffingtonpost.com/entry/bill-nye-children-creationism_n_6317148.html,Bill Nye: Creationism Is 'Raising A Generation Of Young People Who Can't Think',RELIGION,,Antonia Blumberg,2014-12-13
https://www.huffingtonpost.com/entry/hair-washing-robot-is-head-and-shoulders-above-the-routine_us_572cfa2de4b016f37895d53f,Hair-Washing Robot Is Head And Shoulders Above The Routine,COMEDY,Lather. Rinse. Repeat. Sort of.,Ron Dicker,2016-05-06
https://www.huffingtonpost.com/entry/mortgage-homeowners-debt-home-loans_us_5b9b7b5ae4b03a1dcc77f4dc,"Home Loans Can Walk, Your Mortgage Nightmare Explained",MONEY,"These days home loans, especially loans in default or otherwise in distress, get traded around more often than a mid-career relief pitcher.","Ben Hallman, Contributor
Senior Editor for Projects & Investigations, The Huffington Post",2012-03-22
https://www.huffingtonpost.com/entry/summer-of-smoke_us_5b9d26dbe4b03a1dcc84eeff,Summer of Smoke,FOOD & DRINK,"Many people think that barbecue is as American as apple pie, but it is widely believed that the term is a derivative of the Spanish word, Barboca, which the Spanish used to describe the method of meat preservation they saw in the Caribbean.","Heritage Radio Network, Contributor
HRN",2013-05-10
https://www.huffingtonpost.com/entry/tourist-trap-alternatives_us_5b9c8fa1e4b03a1dcc7fd111,Great Alternatives To Common Tourist Traps,TRAVEL,Name recognition is the only thing you'll sacrifice if you swap out the usual tourist attractions for these lesser-known spots.,"Conde Nast Traveler, Contributor
Conde Nast Traveler",2012-11-30
https://www.huffingtonpost.com/entry/the-search-for-a-new-nonp_b_6641402.html,The Search for a New Nonprofit CEO Needs To Be Realistic,BUSINESS,"Boardmember.com in its October 11, 2012 issue carries an op-ed item by Nathan Bennett and Stephen Miles titled, ""Is your Board About to Pick the Wrong CEO."" Although targeted to for-profit boards, all of the five items listed can be applied to nonprofit boards. Following are my applications to nonprofit boards.","Eugene Fram, ContributorProfessor Emeritus, Saunders College of Business, Rochester In...",2015-02-08
https://www.huffpost.com/entry/julia-louis-dreyfus-me-too-al-franken_n_5c78141de4b0952f89df8716,"Julia Louis-Dreyfus Talks Me Too, Al Franken: 'He Was On The Right Side Of The Issues'",POLITICS,"The ""Veep"" star and supporter of Christine Blasey Ford clarified for Time that her “default position is to believe victims.”",Jenna Amatulli,2019-02-28
https://www.huffingtonpost.com/entry/the-hunger-games-baby-names_us_5b9b7c3ce4b03a1dcc77fde3,'The Hunger Games' Baby Names,PARENTING,"Yes, ""The Hunger Games"" may well bring in a billion dollars at the box office, but at Nameberry the bigger question is, how","Linda Rosenkrantz, Contributor
Creator, Nameberry.com",2012-03-23
